####################################
# Mu 	 Sigma 	 A 	 state_fraction
0.29075075770112724 0.15038228561585634 387881.9998562605 0.20970703125
####################################
# Mu 	 Sigma 	 A 	 state_fraction
0.04916391752464064 0.02483546418745145 484126.67081919644 0.51419140625
0.13369002352859338 0.058734715147291006 186053.79726018646 0.137662109375
0.3207053847473386 0.12383584812899791 311961.5825496804 0.31182421875
0.6027368164610635 0.0626396427791464 7901.493772286478 7.6171875e-05
####################################
# Mu 	 Sigma 	 A 	 state_fraction
0.04916391752464064 0.02483546418745145 484126.67081919644 0.328564453125
0.11620454006822052 0.07123704833324385 251533.5982697589 0.09169921875
0.29075075770112724 0.15038228561585634 387881.9998562605 0.20970703125
####################################
# Mu 	 Sigma 	 A 	 state_fraction
0.04916391752464064 0.02483546418745145 484126.67081919644 0.328564453125
0.11620454006822052 0.07123704833324385 251533.5982697589 0.09169921875
0.29075075770112724 0.15038228561585634 387881.9998562605 0.20970703125
####################################
# Mu 	 Sigma 	 A 	 state_fraction
0.04916391752464064 0.02483546418745145 484126.67081919644 0.51419140625
0.13369002352859338 0.058734715147291006 186053.79726018646 0.137662109375
0.3207053847473386 0.12383584812899791 311961.5825496804 0.31182421875
0.6027368164610635 0.0626396427791464 7901.493772286478 7.6171875e-05
####################################
# Mu 	 Sigma 	 A 	 state_fraction
0.04916391752464064 0.02483546418745145 484126.67081919644 0.328564453125
0.11620454006822052 0.07123704833324385 251533.5982697589 0.09169921875
0.29075075770112724 0.15038228561585634 387881.9998562605 0.20970703125
####################################
# Mu 	 Sigma 	 A 	 state_fraction
0.04916391752464064 0.02483546418745145 484126.67081919644 0.328564453125
0.11620454006822052 0.07123704833324385 251533.5982697589 0.09169921875
0.29075075770112724 0.15038228561585634 387881.9998562605 0.20970703125
####################################
# Mu 	 Sigma 	 A 	 state_fraction
0.04916391752464064 0.02483546418745145 484126.67081919644 0.51419140625
0.13369002352859338 0.058734715147291006 186053.79726018646 0.137662109375
0.3207053847473386 0.12383584812899791 311961.5825496804 0.31182421875
0.6027368164610635 0.0626396427791464 7901.493772286478 7.6171875e-05
####################################
# Mu 	 Sigma 	 A 	 state_fraction
0.04916391752464064 0.02483546418745145 484126.67081919644 0.328564453125
0.11620454006822052 0.07123704833324385 251533.5982697589 0.09169921875
0.29075075770112724 0.15038228561585634 387881.9998562605 0.20970703125
####################################
# Mu 	 Sigma 	 A 	 state_fraction
0.04916391752464064 0.02483546418745145 484126.67081919644 0.328564453125
0.11620454006822052 0.07123704833324385 251533.5982697589 0.09169921875
0.29075075770112724 0.15038228561585634 387881.9998562605 0.20970703125
####################################
# Mu 	 Sigma 	 A 	 state_fraction
0.04916391752464064 0.02483546418745145 484126.67081919644 0.51419140625
0.13369002352859338 0.058734715147291006 186053.79726018646 0.137662109375
0.3207053847473386 0.12383584812899791 311961.5825496804 0.31182421875
0.6027368164610635 0.0626396427791464 7901.493772286478 7.6171875e-05
####################################
# Mu 	 Sigma 	 A 	 state_fraction
0.04916391752464064 0.02483546418745145 484126.67081919644 0.328564453125
0.11620454006822052 0.07123704833324385 251533.5982697589 0.09169921875
0.29075075770112724 0.15038228561585634 387881.9998562605 0.20970703125
####################################
# Mu 	 Sigma 	 A 	 state_fraction
0.04916391752464064 0.02483546418745145 484126.67081919644 0.328564453125
0.11620454006822052 0.07123704833324385 251533.5982697589 0.09169921875
0.29075075770112724 0.15038228561585634 387881.9998562605 0.20970703125
